formula,atom a,atom b,a,b,c,alpha,beta,gamma,bandgap,lowest distortion,vpa,mub,eform oxygen,e_form,e_hull,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,composition_oxid,minimum oxidation state,maximum oxidation state,range oxidation state,std_dev oxidation state
GdWO3,Gd,W,3.963,3.963,3.963,90,90,90,0,cubic,12.45,0.001,1.535,-2.25,0.728,Gd1 W1 O3,8,74,66,32.4,29.28,8,27,87,60,67.8,23.04,87,15.9994,183.84,167.8406,77.81764,74.181888,15.9994,54.8,3695,3640.2,1089.08,1241.136,54.8,3,16,13,11.4,5.52,16,2,6,4,3.6,1.92,2,66,196,130,111.2,54.24,66,1.2,3.44,2.24,2.776,0.7968,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,4,4,1,1.2,0,0,14,14,4.2,5.04,0,6,20,14,9.6,4.32,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,3,3.6,0,0,7,7,1.4,2.24,0,2,16,14,5.6,4.32,2,9.105,32.05,22.945,15.083,7.1736,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,91.8,95.76,12,Gd3+1 W3+1 O2-3,-2,3,5,3.273268354
AcLiO3,Ac,Li,3.874,3.874,3.874,90,90,90,0,cubic,11.628,0.399,-0.334,-2.248,0.223,Ac1 Li1 O3,3,89,86,23.2,26.32,8,1,87,86,55.2,38.16,87,6.941,227,220.059,56.38784,68.244864,15.9994,54.8,1323,1268.2,388.218,400.1016,54.8,1,16,15,10.4,6.72,16,2,7,5,3,1.6,2,66,215,149,108.2,50.64,66,0.98,3.44,2.46,2.48,1.152,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,1,1,0.2,0.32,0,0,0,0,0,0,0,1,6,5,4.4,1.92,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,9,9,1.8,2.88,0,0,0,0,0,0,0,1,9,8,3.2,2.32,2,9.105,44.5125,35.4075,17.68416667,10.73133333,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,98,103.2,12,Ac0+1 Li0+1 O0+3,0,0,0,0
CaReO3,Ca,Re,5.343,5.628,7.706,90,90,90,0,orthorhombic,11.586,0.129,2.781,-2.248,0.11,Ca1 Re1 O3,8,75,67,23.8,20.48,8,7,87,80,64.4,27.12,87,15.9994,186.207,170.2076,54.85664,52.540144,15.9994,54.8,3459,3404.2,947.68,1071.456,54.8,2,16,14,11.4,5.52,16,2,6,4,3.2,1.44,2,66,176,110,105,46.8,66,1,3.44,2.44,2.644,0.9552,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,5,5,1,1.6,0,0,14,14,2.8,4.48,0,2,21,19,8.2,5.12,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,5,5,1,1.6,0,0,0,0,0,0,0,0,5,5,2.2,1.12,2,9.105,37.77,28.665,15.948,8.7288,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,91,94.8,12,Ca2+1 Re4+1 O2-3,-2,4,6,3.380617019
SmTlO3,Sm,Tl,5.684,6.043,8.458,90,90,90,1.257,orthorhombic,14.526,0,0.884,-2.247,0.072,Sm1 Tl1 O3,8,81,73,33.4,30.48,8,23,87,64,72,19.6,87,15.9994,204.3833,188.3839,80.5483,77.45868,15.9994,54.8,1345,1290.2,417.28,434.976,54.8,3,16,13,12.8,3.92,16,2,6,4,3.6,1.92,2,66,198,132,108.2,50.64,66,1.17,3.44,2.27,2.622,0.9816,3.44,2,2,0,2,0,2,0,4,4,2.6,1.68,4,0,10,10,2,3.2,0,0,14,14,4,4.8,0,6,27,21,10.6,6.56,6,0,0,0,0,0,0,0,5,5,2.2,1.12,2,0,0,0,0,0,0,0,8,8,1.6,2.56,0,2,8,6,3.8,2.16,2,9.105,33.23,24.125,17.491,10.0632,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,79.2,80.64,12,Sm3+1 Tl3+1 O2-3,-2,3,5,3.273268354
AgTaO3,Ag,Ta,5.584,5.584,5.584,59.3,59.3,59.3,2.03,rhombohedral,12.114,0,5.586,-2.247,0.018,Ag1 Ta1 O3,8,73,65,28.8,24.96,8,48,87,39,74.8,14.64,87,15.9994,180.94788,164.94848,67.362856,61.6361472,15.9994,54.8,3290,3235.2,937.866,1059.6792,54.8,5,16,11,12.8,3.84,16,2,6,4,3.4,1.68,2,66,170,104,102.6,43.92,66,1.5,3.44,1.94,2.75,0.828,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,10,10,2.6,3.12,0,0,14,14,2.8,4.48,0,6,19,13,9.6,4.32,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,7,7,1.4,2.24,0,0,0,0,0,0,0,1,7,6,2.8,1.68,2,9.105,18.12,9.015,12.353,3.8976,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,98,103.2,12,Ag+1 Ta5+1 O2-3,-2,5,7,3.683941988
AcSrO3,Ac,Sr,4.447,4.447,4.447,90,90,90,0,cubic,17.587,-0.006,-1.505,-2.247,0.78,Ac1 Sr1 O3,8,89,81,30.2,26.64,8,8,87,79,56.6,36.48,87,15.9994,227,211.0006,72.52364,67.829088,15.9994,54.8,1323,1268.2,507.48,543.216,54.8,2,16,14,10.6,6.48,16,2,7,5,3.6,1.92,2,66,215,149,121.6,66.72,66,0.95,3.44,2.49,2.474,1.1592,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,1,1,0.2,0.32,0,0,0,0,0,0,0,2,6,4,4.6,1.68,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,1.8,2.88,0,0,0,0,0,0,0,0,9,9,3,2.4,2,9.105,54.23,45.125,25.2115,19.3278,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,97.2,102.24,12,Ac0+1 Sr0+1 O0+3,0,0,0,0
KMoO3,K,Mo,5.572,5.572,5.572,60,60,60,0,rhombohedral,12.235,0,5.02,-2.247,0.032,K1 Mo1 O3,8,42,34,17,10.8,8,3,87,84,62.8,29.04,87,15.9994,95.96,79.9606,36.6113,24.73428,15.9994,54.8,2896,2841.2,679.386,886.6456,54.8,1,16,15,11,6,16,2,5,3,3,1.2,2,66,203,137,111,54,66,0.82,3.44,2.62,2.66,0.936,3.44,1,2,1,1.6,0.48,2,0,4,4,2.4,1.92,4,0,5,5,1,1.6,0,0,0,0,0,0,0,1,6,5,5,1.6,6,0,1,1,0.4,0.48,0,0,2,2,1.2,0.96,2,0,5,5,1,1.6,0,0,0,0,0,0,0,1,6,5,2.6,1.36,2,9.105,73.10666667,64.00166667,23.22233333,19.95373333,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,98.8,104.16,12,K+1 Mo5+1 O2-3,-2,5,7,3.683941988
YbRuO3,Yb,Ru,5.232,5.586,7.569,90,90,90,0,orthorhombic,11.06,0.346,2.043,-2.246,-0.083,Yb1 Ru1 O3,8,70,62,27.6,23.52,8,39,87,48,71.2,18.96,87,15.9994,173.054,157.0546,64.42444,58.110048,15.9994,54.8,2607,2552.2,772.68,861.456,54.8,3,16,13,11.8,5.04,16,2,6,4,3.4,1.68,2,66,187,121,106.2,48.24,66,1.26,3.44,2.18,2.756,0.8208,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,7,7,1.4,2.24,0,0,14,14,2.8,4.48,0,6,16,10,8.4,3.04,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,3,3,0.6,0.96,0,0,0,0,0,0,0,0,4,4,2,0.8,2,9.105,34.12,25.015,14.989,7.6524,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,91,94.8,12,Yb3+1 Ru3+1 O2-3,-2,3,5,3.273268354
AgNpO3,Ag,Np,5.694,6.003,8.356,90,90,90,1.698,orthorhombic,14.282,0.4,1.048,-2.246,0.086,Ag1 Np1 O3,8,93,85,32.8,29.76,8,22,87,65,69.6,20.88,87,15.9994,237,221.0006,78.57328,75.088656,15.9994,54.8,1234.93,1180.13,463.266,490.1592,54.8,3,16,13,12.4,4.32,16,2,7,5,3.6,1.92,2,66,190,124,106.6,48.72,66,1.36,3.44,2.08,2.722,0.8616,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,10,10,2.2,3.12,0,0,4,4,0.8,1.28,0,6,11,5,7.2,1.52,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,9,9,1.8,2.88,0,0,10,10,2,3.2,0,1,19,18,5.2,5.52,2,9.105,18.45375,9.34875,12.41975,3.9777,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,64.6,64.16,12,Ag+1 Np5+1 O2-3,-2,5,7,3.683941988
NaSmO3,Na,Sm,6.111,6.245,7.075,90,90,90,2.744,orthorhombic,13.5,0,-1.399,-2.245,0.185,Na1 Sm1 O3,8,62,54,19.4,17.04,8,2,87,85,57.2,35.76,87,15.9994,150.36,134.3606,44.26959386,42.43616246,15.9994,54.8,1345,1290.2,376.054,387.5784,54.8,1,16,15,10.4,6.72,16,2,6,4,3,1.2,2,66,198,132,112.4,55.68,66,0.93,3.44,2.51,2.484,1.1472,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,0,0,0,0,0,0,6,6,1.2,1.92,0,1,8,7,5.4,1.76,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,0,0,0,0,0,0,8,8,1.6,2.56,0,1,8,7,3,2,2,9.105,33.23,24.125,17.95766667,10.6232,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,86.2,89.04,12,Na0+1 Sm0+1 O0+3,0,0,0,0
LuPrO3,Lu,Pr,4.479,4.479,4.479,90,90,90,0,cubic,17.971,0,2.007,-2.244,1.525,Lu1 Pr1 O3,8,71,63,30.8,27.36,8,17,87,70,63.8,27.84,87,15.9994,174.9668,158.9674,72.77453,68.130156,15.9994,54.8,1936,1881.2,660.88,727.296,54.8,3,16,13,10.8,6.24,16,2,6,4,3.6,1.92,2,66,203,137,117.6,61.92,66,1.13,3.44,2.31,2.544,1.0752,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,1,1,0.2,0.32,0,0,14,14,3.4,4.24,0,5,17,12,8,3.6,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,1.8,2.88,0,0,11,11,2.2,3.52,0,2,11,9,5.2,3.84,2,9.105,35.675,26.57,18.371,11.1192,9.105,0,0,0,0,0,0,0,0.0022471,0.0022471,0.00044942,0.000719072,0,12,194,182,84.8,87.36,12,Lu3+1 Pr3+1 O2-3,-2,3,5,3.273268354
BiTiO3,Bi,Ti,5.38,5.38,5.38,64.3,64.3,64.3,0,rhombohedral,12.05,0.005,4.05,-2.243,0.21,Bi1 Ti1 O3,8,83,75,25.8,22.88,8,43,87,44,78,14,87,15.9994,208.9804,192.981,60.96912,59.204512,15.9994,54.8,1941,1886.2,529.96,570.192,54.8,4,16,12,13.4,3.76,16,2,6,4,3.2,1.44,2,66,160,94,101.2,42.24,66,1.54,3.44,1.9,2.776,0.7968,3.44,2,2,0,2,0,2,0,4,4,3,1.2,4,0,10,10,2.4,3.04,0,0,14,14,2.8,4.48,0,4,29,25,10.2,7.52,6,0,0,0,0,0,0,0,3,3,1.8,0.72,2,0,8,8,1.6,2.56,0,0,0,0,0,0,0,2,8,6,3.4,1.84,2,9.105,32.95,23.845,15.391,7.5432,9.105,0,0,0,0,0,0,0,2.25E-05,2.25E-05,4.51E-06,7.21E-06,0,12,194,182,48.4,58.24,12,Bi3+1 Ti3+1 O2-3,-2,3,5,3.273268354
InNpO3,In,Np,4.338,4.338,4.338,90,90,90,0,cubic,16.332,0.4,1.103,-2.242,0.599,In1 Np1 O3,8,93,85,33.2,30.24,8,22,87,65,71.6,19.84,87,15.9994,237,221.0006,79.96324,76.756608,15.9994,54.8,917,862.2,302.23,296.916,54.8,3,16,13,12.8,3.92,16,2,7,5,3.6,1.92,2,66,190,124,106,48,66,1.36,3.44,2.08,2.692,0.8976,3.44,2,2,0,2,0,2,0,4,4,2.6,1.68,4,0,10,10,2.2,3.12,0,0,4,4,0.8,1.28,0,6,13,7,7.6,2.16,6,0,0,0,0,0,0,0,5,5,2.2,1.12,2,0,9,9,1.8,2.88,0,0,10,10,2,3.2,0,2,19,17,6,5.2,2,9.105,24.26,15.155,14.00575,5.8809,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,139,127,47.4,42.48,12,In3+1 Np3+1 O2-3,-2,3,5,3.273268354
ErCeO3,Er,Ce,4.529,4.529,4.529,90,90,90,0,cubic,18.584,0,-3.532,-2.242,1.466,Er1 Ce1 O3,8,68,60,30,26.4,8,15,87,72,62.2,29.76,87,15.9994,167.259,151.2596,71.07464,66.090288,15.9994,54.8,1770,1715.2,601.08,655.536,54.8,3,16,13,10.8,6.24,16,2,6,4,3.6,1.92,2,66,204,138,118.2,62.64,66,1.12,3.44,2.32,2.536,1.0848,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,1,1,0.2,0.32,0,0,12,12,2.6,3.76,0,4,14,10,7.2,2.72,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,1.8,2.88,0,0,13,13,3,4,0,2,22,20,6,6.4,2,9.105,37.24,28.135,19.028,11.9076,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,84.8,87.36,12,Er3+1 Ce3+1 O2-3,-2,3,5,3.273268354
LuYbO3,Lu,Yb,4.077,4.077,4.077,90,90,90,0,cubic,13.552,-0.159,-2.456,-2.241,1.143,Lu1 Yb1 O3,8,71,63,33,30,8,39,87,48,68.2,22.56,87,15.9994,174.9668,158.9674,79.2038,75.84528,15.9994,54.8,1936,1881.2,638.48,700.416,54.8,3,16,13,10.8,6.24,16,2,6,4,3.6,1.92,2,66,187,121,114.4,58.08,66,1.26,3.44,2.18,2.57,1.044,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,1,1,0.2,0.32,0,0,14,14,5.6,6.72,0,6,17,11,10.2,5.04,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,1.8,2.88,0,0,0,0,0,0,0,0,9,9,3,2.4,2,9.105,34.12,25.015,18.06,10.746,9.105,0,0,0,0,0,0,0,0.0022471,0.0022471,0.00044942,0.000719072,0,12,225,213,91,94.8,12,Lu3+1 Yb3+1 O2-3,-2,3,5,3.273268354
HgNpO3,Hg,Np,5.87,5.956,8.616,90,90,90,0.936,orthorhombic,15.062,0.6,0.632,-2.241,0.167,Hg1 Np1 O3,8,93,85,39.4,37.68,8,22,87,65,70.8,19.52,87,15.9994,237,221.0006,97.11764,97.341888,15.9994,54.8,917,862.2,263.144,261.5424,54.8,3,16,13,12.6,4.08,16,2,7,5,3.8,2.16,2,66,190,124,104,45.6,66,1.36,3.44,2.08,2.736,0.8448,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,10,10,2.2,3.12,0,0,14,14,3.6,4.32,0,6,26,20,10.2,6.32,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,1.8,2.88,0,0,10,10,2,3.2,0,0,19,19,5,5.6,2,9.105,25.23758621,16.13258621,14.20126724,6.11552069,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,166,154,52.8,48.96,12,Hg2+1 Np4+1 O2-3,-2,4,6,3.380617019
AcCuO3,Ac,Cu,5.509,5.528,7.809,90,90,90,0,orthorhombic,11.892,0,1.596,-2.241,-0.077,Ac1 Cu1 O3,8,89,81,28.4,24.48,8,14,87,73,67.8,23.04,87,15.9994,227,211.0006,67.70884,63.716464,15.9994,54.8,1357.77,1302.97,569.034,617.0808,54.8,3,16,13,12.4,4.32,16,2,7,5,3.4,1.68,2,66,215,149,109,51.6,66,1.1,3.44,2.34,2.664,0.9312,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,10,10,2.2,3.12,0,0,0,0,0,0,0,3,11,8,6.4,1.84,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,9,9,1.8,2.88,0,0,0,0,0,0,0,1,9,8,3.2,2.32,2,9.105,44.5125,35.4075,16.5795,11.1732,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,97.2,102.24,12,Ac3+1 Cu3+1 O2-3,-2,3,5,3.273268354
SmLiO3,Sm,Li,5.051,5.823,7.399,90,90,90,0,orthorhombic,10.88,0.4,-0.931,-2.24,0.292,Sm1 Li1 O3,3,62,59,17.8,17.68,8,1,87,86,57,36,87,6.941,150.36,143.419,41.05984,43.720064,15.9994,54.8,1345,1290.2,392.618,405.3816,54.8,1,16,15,10.4,6.72,16,2,6,4,2.8,1.28,2,66,198,132,104.8,46.56,66,0.98,3.44,2.46,2.494,1.1352,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,0,0,0,0,0,0,6,6,1.2,1.92,0,1,8,7,5.4,1.76,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,0,0,0,0,0,0,8,8,1.6,2.56,0,1,8,7,3,2,2,9.105,33.23,24.125,15.42766667,7.5872,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,86.2,89.04,12,Sm0+1 Li0+1 O0+3,0,0,0,0
AgHfO3,Ag,Hf,5.376,5.735,7.951,90,90,90,0,orthorhombic,12.255,0.002,-0.054,-2.24,0.17,Ag1 Hf1 O3,8,72,64,28.6,24.72,8,45,87,42,74.2,15.36,87,15.9994,178.49,162.4906,66.87128,61.046256,15.9994,54.8,2506,2451.2,781.066,871.5192,54.8,4,16,12,12.6,4.08,16,2,6,4,3.4,1.68,2,66,175,109,103.6,45.12,66,1.3,3.44,2.14,2.71,0.876,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,10,10,2.4,3.04,0,0,14,14,2.8,4.48,0,6,18,12,9.4,4.08,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,8,8,1.6,2.56,0,0,0,0,0,0,0,1,8,7,3,2,2,9.105,22.2,13.095,13.169,4.8768,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,91,94.8,12,Ag2+1 Hf4+1 O2-3,-2,4,6,3.380617019
CeReO3,Ce,Re,5.382,6.051,7.854,90,90,90,0,orthorhombic,12.787,0.284,1.899,-2.238,0.291,Ce1 Re1 O3,8,75,67,31.4,28.08,8,15,87,72,66,25.2,87,15.9994,186.207,170.2076,74.86424,70.637808,15.9994,54.8,3459,3404.2,938.88,1060.896,54.8,3,16,13,11.6,5.28,16,2,6,4,3.6,1.92,2,66,204,138,110.6,53.52,66,1.12,3.44,2.32,2.668,0.9264,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,5,5,1.2,1.52,0,0,14,14,3,4.4,0,4,21,17,8.6,4.96,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,2.8,3.36,0,0,13,13,2.6,4.16,0,2,22,20,6.6,6.16,2,9.105,37.24,28.135,15.842,8.5592,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,84.8,87.36,12,Ce3+1 Re3+1 O2-3,-2,3,5,3.273268354
TiScO3,Ti,Sc,3.948,3.948,3.948,90,90,90,0,cubic,12.309,0.2,-1.921,-2.238,1.227,Ti1 Sc1 O3,8,22,14,13.4,6.48,8,11,87,76,63,28.8,87,15.9994,47.867,31.8676,28.1642224,14.59778688,15.9994,54.8,1941,1886.2,783.88,874.896,54.8,3,16,13,11,6,16,2,4,2,2.8,0.96,2,66,170,104,105.6,47.52,66,1.36,3.44,2.08,2.644,0.9552,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,2,2,0.6,0.72,0,0,0,0,0,0,0,3,6,3,5,1.2,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,3.4,4.08,0,0,0,0,0,0,0,2,9,7,4.6,3.12,2,9.105,22.235,13.13,13.248,4.9716,9.105,0,0,0,0,0,0,0,2.25E-05,2.25E-05,5.78E-06,6.93E-06,0,12,194,182,84.8,87.36,12,Ti4+1 Sc2+1 O2-3,-2,4,6,3.380617019
TcLaO3,Tc,La,5.756,5.756,5.756,65.7,65.7,65.7,0.323,rhombohedral,15.148,0.4,-6.403,-2.237,0.384,Tc1 La1 O3,8,57,49,24.8,20.16,8,13,87,74,65.4,25.92,87,15.9994,138.90547,122.90607,56.980734,49.1776008,15.9994,54.8,2430,2375.2,757.48,843.216,54.8,3,16,13,11.6,5.28,16,2,6,4,3.4,1.68,2,66,207,141,110.4,53.28,66,1.1,3.44,2.34,2.664,0.9312,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,5,5,1.2,1.52,0,0,0,0,0,0,0,3,7,4,5.6,1.04,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,2.8,3.36,0,0,0,0,0,0,0,2,9,7,4,2.4,2,9.105,36.8975,27.7925,15.6995,8.4792,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,84.8,87.36,12,Tc3+1 La3+1 O2-3,-2,3,5,3.273268354
LaCuO3,La,Cu,5.414,5.47,7.686,90,90,90,0,orthorhombic,11.38,0,1.357,-2.237,0.027,La1 Cu1 O3,8,57,49,22,16.8,8,13,87,74,67.6,23.28,87,15.9994,138.90547,122.90607,50.089934,40.9086408,15.9994,54.8,1357.77,1302.97,543.034,585.8808,54.8,3,16,13,12.4,4.32,16,2,6,4,3.2,1.44,2,66,207,141,107.4,49.68,66,1.1,3.44,2.34,2.664,0.9312,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,10,10,2.2,3.12,0,0,0,0,0,0,0,3,11,8,6.4,1.84,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,9,9,1.8,2.88,0,0,0,0,0,0,0,1,9,8,3.2,2.32,2,9.105,36.8975,27.7925,15.0565,8.7364,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,91,94.8,12,La3+1 Cu3+1 O2-3,-2,3,5,3.273268354
MgVO3,Mg,V,3.752,3.752,3.752,90,90,90,0,cubic,10.566,0.201,2.49,-2.236,0.501,Mg1 V1 O3,8,23,15,11.8,4.56,8,46,87,41,75,14.4,87,15.9994,50.9415,34.9421,24.64894,10.517024,15.9994,54.8,2183,2128.2,654.08,719.136,54.8,2,16,14,11,6,16,2,4,2,2.6,0.72,2,66,153,87,98.4,38.88,66,1.31,3.44,2.13,2.652,0.9456,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,3,3,0.6,0.96,0,0,0,0,0,0,0,2,6,4,5,1.2,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,7,7,1.4,2.24,0,0,0,0,0,0,0,0,7,7,2.6,1.76,2,9.105,22.89,13.785,12.643,4.2456,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,91.8,95.76,12,Mg2+1 V4+1 O2-3,-2,4,6,3.380617019
LaCdO3,La,Cd,5.723,6.093,8.229,90,90,90,0,orthorhombic,14.348,0,-0.184,-2.236,0.115,La1 Cd1 O3,8,57,49,25.8,21.36,8,13,87,74,68.8,22.32,87,15.9994,138.90547,122.90607,59.862934,52.6362408,15.9994,54.8,1193,1138.2,390.324,402.6288,54.8,3,16,13,12.6,4.08,16,2,6,4,3.4,1.68,2,66,207,141,109.8,52.56,66,1.1,3.44,2.34,2.622,0.9816,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,10,10,2.2,3.12,0,0,0,0,0,0,0,3,12,9,6.6,2.16,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,1.8,2.88,0,0,0,0,0,0,0,0,9,9,3,2.4,2,9.105,36.8975,27.7925,16.7415,9.1638,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,84.8,87.36,12,La0+1 Cd0+1 O0+3,0,0,0,0
